rpm,torque_nm,pulse_window_deg,pulse_window_rad,pulse_events_per_second,work_per_pulse_j,electrical_input_power_w,mechanical_pulse_power_w,load_power_w,net_electrical_energy_per_revolution_j,mechanical_pulse_energy_per_revolution_j,load_energy_per_revolution_j,balance_ratio,balance_flag
100,1.4,5,0.08726646259971647,20.0,0.12217304763960306,0.35000000000000003,2.443460952792061,8.377580409572783,0.21000000000000002,1.4660765716752366,5.026548245743669,6.981317007977317,UNBALANCED
100,1.5,5,0.08726646259971647,20.0,0.1308996938995747,0.35000000000000003,2.617993877991494,8.377580409572783,0.21000000000000002,1.5707963267948966,5.026548245743669,7.479982508547125,UNBALANCED
100,1.6,5,0.08726646259971647,20.0,0.13962634015954636,0.35000000000000003,2.792526803190927,8.377580409572783,0.21000000000000002,1.6755160819145565,5.026548245743669,7.9786480091169345,UNBALANCED
100,1.7,5,0.08726646259971647,20.0,0.148352986419518,0.35000000000000003,2.96705972839036,8.377580409572783,0.21000000000000002,1.780235837034216,5.026548245743669,8.477313509686741,UNBALANCED
100,1.8,5,0.08726646259971647,20.0,0.15707963267948966,0.35000000000000003,3.141592653589793,8.377580409572783,0.21000000000000002,1.8849555921538759,5.026548245743669,8.975979010256552,UNBALANCED
100,1.9,5,0.08726646259971647,20.0,0.1658062789394613,0.35000000000000003,3.316125578789226,8.377580409572783,0.21000000000000002,1.9896753472735353,5.026548245743669,9.474644510826359,UNBALANCED
100,2.0,5,0.08726646259971647,20.0,0.17453292519943295,0.35000000000000003,3.490658503988659,8.377580409572783,0.21000000000000002,2.0943951023931953,5.026548245743669,9.973310011396167,UNBALANCED
100,0.1,6,0.10471975511965978,20.0,0.010471975511965978,0.35000000000000003,0.20943951023931956,8.377580409572783,0.21000000000000002,0.12566370614359174,5.026548245743669,0.5983986006837702,BALANCED
100,0.2,6,0.10471975511965978,20.0,0.020943951023931956,0.35000000000000003,0.4188790204786391,8.377580409572783,0.21000000000000002,0.25132741228718347,5.026548245743669,1.1967972013675403,UNBALANCED
100,0.3,6,0.10471975511965978,20.0,0.031415926535897934,0.35000000000000003,0.6283185307179586,8.377580409572783,0.21000000000000002,0.3769911184307752,5.026548245743669,1.7951958020513104,UNBALANCED
100,0.4,6,0.10471975511965978,20.0,0.04188790204786391,0.35000000000000003,0.8377580409572782,8.377580409572783,0.21000000000000002,0.5026548245743669,5.026548245743669,2.3935944027350806,UNBALANCED
100,0.5,6,0.10471975511965978,20.0,0.05235987755982989,0.35000000000000003,1.0471975511965979,8.377580409572783,0.21000000000000002,0.6283185307179586,5.026548245743669,2.9919930034188504,UNBALANCED
